Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_euro,Edad,Name_General
Delhi,45376,Diesel,Manual,3,28.4,1248.0,73.75,5.0,6391.73,8,Maruti
Pune,81000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,10004.45,10,Mahindra
Kochi,83381,Petrol,Manual,3,18.6,1199.0,79.4,5.0,2456.65,12,Chevrolet
Kochi,78526,Diesel,Manual,3,23.0,1498.0,98.96,5.0,8992.89,7,Ford
Coimbatore,27313,Diesel,Automatic,3,14.69,2993.0,258.0,5.0,54057.36,7,BMW
Coimbatore,42747,Diesel,Automatic,2,14.16,1968.0,174.3,5.0,43875.06,9,Audi
Coimbatore,42265,Diesel,Automatic,2,20.68,1995.0,190.0,5.0,24722.1,9,BMW
Mumbai,21000,Petrol,Automatic,3,19.2,1197.0,80.0,5.0,2890.17,15,Hyundai
Ahmedabad,55100,Diesel,Automatic,3,17.01,1582.0,126.2,5.0,13339.26,8,Hyundai
Chennai,70000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,20008.89,10,Audi
Mumbai,55000,Petrol,Automatic,1,10.13,3498.0,364.9,5.0,11104.94,17,Mercedes-Benz
Kolkata,58235,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2723.43,12,Hyundai
Mumbai,26000,Diesel,Manual,3,23.0,1498.0,98.96,5.0,9993.33,7,Ford
Kolkata,35000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,3501.56,13,Volkswagen
Jaipur,24000,Diesel,Manual,3,28.4,1248.0,73.75,5.0,9115.16,7,Maruti
Ahmedabad,98000,Diesel,Manual,3,15.4,1997.0,120.0,7.0,12783.46,8,Mahindra
Coimbatore,44487,Diesel,Manual,3,22.54,1396.0,88.73,5.0,8114.72,8,Hyundai
Chennai,65000,Petrol,Manual,3,19.7,796.0,46.3,5.0,1767.45,16,Maruti
Delhi,34951,Petrol,Manual,2,20.36,1197.0,78.9,5.0,3501.56,9,Hyundai
Kolkata,52373,Diesel,Manual,2,15.4,2179.0,120.0,7.0,9448.64,9,Mahindra
Hyderabad,66285,Diesel,Manual,3,19.5,1199.0,75.0,5.0,3334.82,14,Skoda
Mumbai,66000,Diesel,Automatic,3,15.3,2993.0,258.0,5.0,23343.71,12,BMW
Hyderabad,43000,Diesel,Manual,3,27.3,1498.0,98.6,5.0,8614.94,8,Honda
Mumbai,45200,Diesel,Automatic,3,10.0,2148.0,170.0,5.0,25566.92,11,Mercedes-Benz
Mumbai,41000,Diesel,Automatic,3,16.0,2179.0,140.0,7.0,15284.57,8,Mahindra
Kochi,39430,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,9215.21,7,Honda
Coimbatore,83274,Diesel,Manual,3,22.9,1248.0,74.0,5.0,6436.19,10,Maruti
Coimbatore,32324,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,33903.96,7,Mercedes-Benz
Mumbai,49999,Petrol,Manual,3,17.0,1497.0,118.0,5.0,4224.1,13,Honda
Bangalore,66000,Diesel,Manual,3,15.3,2956.0,83.8,7.0,4946.64,10,Tata
Delhi,54000,Petrol,Manual,3,18.5,1197.0,82.85,5.0,3668.3,12,Hyundai
Jaipur,80000,Diesel,Manual,2,20.4,1248.0,91.2,5.0,1945.31,15,Fiat
Bangalore,72000,Petrol,Automatic,2,12.9,1799.0,130.0,5.0,6113.83,13,Honda
Pune,44865,Diesel,Manual,3,19.67,1582.0,126.2,5.0,14839.93,7,Hyundai
Delhi,22000,Diesel,Automatic,2,20.38,1968.0,143.0,5.0,25011.12,7,Audi
Delhi,57478,Petrol,Manual,2,17.0,1591.0,121.3,5.0,5835.93,11,Hyundai
Hyderabad,75000,Diesel,Manual,3,21.9,1396.0,90.0,5.0,4168.52,13,Hyundai
Kochi,50624,Diesel,Manual,3,24.2,1498.0,98.6,7.0,7025.34,9,Honda
Bangalore,75000,Diesel,Automatic,3,22.32,1582.0,126.32,5.0,8614.94,6,Hyundai
Chennai,87000,Petrol,Manual,2,15.3,1596.0,101.0,5.0,1522.9,18,Ford
Mumbai,62000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2334.37,14,Hyundai
Hyderabad,41372,Diesel,Manual,3,24.3,1248.0,88.5,5.0,10337.93,8,Maruti
Ahmedabad,70000,Diesel,Manual,3,12.99,2494.0,100.6,7.0,13339.26,9,Toyota
Pune,35000,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,26122.72,7,Mercedes-Benz
Hyderabad,71993,Petrol,Manual,3,19.7,796.0,46.3,5.0,2000.89,18,Maruti
Chennai,62000,Diesel,Automatic,2,14.84,2143.0,170.0,5.0,13895.06,11,Mercedes-Benz
Delhi,51000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5269.01,9,Maruti
Kochi,26038,Petrol,Manual,3,18.9,1197.0,82.0,5.0,6036.02,8,Hyundai
Kochi,37713,Diesel,Automatic,2,12.55,2982.0,168.5,7.0,35148.96,6,Toyota
Kolkata,78088,Petrol,Manual,3,12.4,1998.0,132.0,8.0,7003.11,13,Toyota
Kochi,30453,Diesel,Manual,3,22.77,1498.0,98.59,5.0,9393.06,7,Ford
Pune,54000,Petrol,Manual,3,18.16,1196.0,86.8,5.0,5558.03,8,Ford
Chennai,190000,Diesel,Manual,3,11.5,2982.0,171.0,7.0,14450.87,13,Toyota
Hyderabad,65097,Petrol,Manual,3,19.1,1197.0,85.8,5.0,5224.54,12,Maruti
Coimbatore,28060,Petrol,Automatic,3,12.05,2979.0,320.0,5.0,104124.06,6,BMW
Pune,282000,Petrol,Manual,3,13.14,1798.0,160.0,5.0,3668.3,12,Skoda
Jaipur,111000,Petrol,Manual,2,18.9,1061.0,67.0,5.0,1678.52,15,Maruti
Kochi,63295,Diesel,Manual,3,19.01,1461.0,108.45,5.0,6769.68,11,Renault
Mumbai,35770,Petrol,Manual,3,20.73,1373.0,91.1,5.0,6614.05,9,Maruti
Hyderabad,125928,Diesel,Manual,3,22.7,1582.0,126.24,5.0,10004.45,12,Hyundai
Kolkata,45000,Diesel,Automatic,3,21.66,1498.0,103.52,5.0,4724.32,9,Skoda
Hyderabad,21000,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,26122.72,11,Mercedes-Benz
Mumbai,54774,Petrol,Automatic,3,11.7,2354.0,177.6,5.0,7058.69,13,Honda
Chennai,41123,Petrol,Manual,3,23.1,998.0,67.04,5.0,3779.46,10,Maruti
Bangalore,17465,Petrol,Automatic,3,12.05,2979.0,320.0,5.0,103379.28,7,BMW
Chennai,48000,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,24010.67,10,BMW
Chennai,173000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,4446.42,13,Volkswagen
Pune,12000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,6113.83,6,Maruti
Mumbai,34000,Diesel,Automatic,3,12.39,2179.0,147.51,5.0,21398.4,12,Land
Hyderabad,71360,Diesel,Manual,3,21.9,1396.0,90.0,5.0,4390.84,12,Hyundai
Mumbai,74000,Diesel,Manual,2,28.4,1248.0,73.75,5.0,4724.32,12,Maruti
Kochi,28937,Diesel,Manual,3,17.1,1956.0,170.0,5.0,18919.52,6,Jeep
Hyderabad,82085,Diesel,Manual,3,20.77,1248.0,88.76,7.0,7225.43,12,Maruti
Bangalore,68465,Petrol,Manual,3,15.6,1196.0,70.0,5.0,3279.24,13,Ford
Coimbatore,63854,Diesel,Manual,3,21.43,1364.0,86.79,5.0,7914.63,11,Toyota
Chennai,3000,Diesel,Automatic,3,24.3,1248.0,88.5,5.0,12505.56,6,Maruti
Delhi,65055,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3056.91,15,Honda
Hyderabad,120000,Diesel,Manual,3,15.4,2179.0,120.0,7.0,13339.26,9,Mahindra
Mumbai,64241,Petrol,Manual,3,20.14,1197.0,81.86,5.0,4079.59,10,Hyundai
Pune,2200,Petrol,Manual,3,15.7,1390.0,75.0,5.0,2556.69,16,Mahindra
Pune,88123,Diesel,Manual,3,18.7,1896.0,66.0,5.0,2445.53,16,Skoda
Pune,79000,Diesel,Automatic,3,12.0,2987.0,224.0,7.0,45575.81,10,Mercedes-Benz
Bangalore,28143,Diesel,Automatic,3,20.68,1995.0,190.0,5.0,31680.75,8,BMW
Mumbai,23001,Petrol,Manual,3,15.04,1598.0,103.2,5.0,6102.71,9,Volkswagen
Ahmedabad,82002,Diesel,Automatic,2,16.55,1968.0,147.51,5.0,19453.09,11,Audi
Bangalore,75000,Diesel,Manual,3,13.8,1399.0,68.0,5.0,2212.09,15,Ford
Kochi,37451,Diesel,Manual,3,22.32,1582.0,126.3,5.0,7381.06,8,Hyundai
Hyderabad,67000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,18341.49,7,Toyota
Pune,25000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,5558.03,8,Hyundai
Mumbai,12000,Petrol,Manual,3,17.0,1198.0,73.75,5.0,6002.67,7,Volkswagen
Kolkata,25000,Petrol,Manual,3,25.17,799.0,53.3,5.0,3323.7,7,Renault
Jaipur,95936,Petrol,Manual,3,17.0,1497.0,118.0,5.0,4557.58,13,Honda
Kochi,5354,Petrol,Automatic,3,18.9,1197.0,81.86,5.0,7514.45,6,Hyundai
Chennai,42000,Petrol,Manual,2,18.78,999.0,75.0,5.0,6113.83,8,Volkswagen
Coimbatore,44282,Diesel,Manual,3,25.2,1248.0,74.0,5.0,6658.51,10,Maruti
Delhi,70000,Diesel,Manual,3,21.64,1461.0,84.8,5.0,2879.06,12,Nissan
Mumbai,31400,Diesel,Automatic,3,16.36,2179.0,187.7,5.0,29735.44,11,Jaguar
Pune,50000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,9448.64,8,Maruti
Bangalore,53000,Diesel,Automatic,3,12.8,1968.0,167.6,5.0,25566.92,13,Audi
Pune,21727,Petrol,Manual,3,15.6,1196.0,70.02,5.0,3723.88,10,Ford
Bangalore,43000,Diesel,Automatic,2,11.72,2199.0,194.3,7.0,11949.76,12,Hyundai
Kolkata,75000,Diesel,Manual,3,12.05,2179.0,120.0,8.0,6992.0,11,Mahindra
Bangalore,73557,Diesel,Manual,3,19.6,1461.0,108.45,5.0,8614.94,10,Renault
Delhi,44555,Diesel,Automatic,3,15.2,1968.0,140.8,5.0,15006.67,12,Audi
Coimbatore,54885,Petrol,Manual,3,15.1,1196.0,73.0,7.0,4168.52,11,Maruti
Mumbai,76000,Diesel,Manual,2,14.0,2498.0,112.0,7.0,4168.52,13,Mahindra
Jaipur,101000,Petrol,Manual,2,18.9,998.0,67.1,5.0,1667.41,18,Maruti
Chennai,66000,Petrol,Manual,3,14.0,1061.0,64.0,5.0,1611.83,19,Maruti
Coimbatore,84360,Petrol,Manual,3,15.5,1586.0,103.3,5.0,4579.81,11,Maruti
Mumbai,25121,Diesel,Manual,3,13.68,2393.0,147.8,7.0,19019.56,8,Toyota
Pune,100000,Diesel,Manual,2,12.99,2494.0,100.6,7.0,11393.95,9,Toyota
Kolkata,66035,Diesel,Manual,3,22.07,1199.0,73.9,5.0,2767.9,13,Volkswagen
Pune,190000,Petrol,Manual,2,16.78,1496.0,88.73,5.0,4279.68,9,Toyota
Hyderabad,85670,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6947.53,10,Ford
Hyderabad,35000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,5424.63,9,Hyundai
Mumbai,8000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,10504.67,8,Honda
Hyderabad,162000,Diesel,Manual,2,12.8,2494.0,102.0,8.0,5335.7,17,Toyota
Kolkata,60000,Petrol,Manual,3,21.1,814.0,55.2,5.0,2212.09,12,Hyundai
Hyderabad,70600,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3112.49,14,Hyundai
Bangalore,25000,Petrol,Automatic,2,12.3,1796.0,185.0,5.0,24455.31,13,Mercedes-Benz
Hyderabad,75000,Diesel,Manual,3,15.96,2523.0,62.1,7.0,4779.9,12,Mahindra
Coimbatore,85071,Diesel,Automatic,3,20.0,1968.0,138.1,5.0,10838.15,10,Skoda
Ahmedabad,40000,Petrol,Manual,3,20.4,1197.0,81.8,5.0,6558.47,9,Maruti
Delhi,67000,Diesel,Automatic,3,16.55,1968.0,147.51,5.0,16118.27,11,Audi
Hyderabad,55000,Diesel,Manual,2,17.8,1399.0,68.0,5.0,2667.85,15,Ford
Mumbai,62000,Petrol,Manual,2,15.0,1586.0,104.68,5.0,2345.49,16,Maruti
Coimbatore,22526,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,8448.2,7,Hyundai
Hyderabad,57788,Petrol,Automatic,3,17.16,1197.0,85.8,5.0,4001.78,12,Maruti
Jaipur,72000,Diesel,Manual,3,10.5,2179.0,120.0,8.0,6669.63,11,Mahindra
Mumbai,83128,Diesel,Manual,3,15.4,2179.0,120.0,7.0,8281.46,10,Mahindra
Chennai,75000,Petrol,Manual,3,19.7,796.0,46.3,5.0,2334.37,13,Maruti
Ahmedabad,58000,Diesel,Manual,2,19.01,1461.0,108.45,5.0,5780.35,11,Renault
Mumbai,1000,Petrol,Manual,3,20.89,1197.0,81.8,5.0,7069.81,7,Maruti
Kochi,59751,Diesel,Manual,3,12.99,2494.0,100.6,7.0,12916.85,9,Toyota
Kochi,29966,Diesel,Automatic,2,16.77,2993.0,261.49,5.0,48465.98,9,BMW
Kolkata,65000,Diesel,Manual,2,13.6,1991.0,142.0,5.0,5446.87,15,Hyundai
Kochi,75863,Diesel,Manual,3,19.01,1461.0,108.45,5.0,7447.75,9,Renault
Bangalore,24000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,27790.13,10,Audi
Coimbatore,33218,Diesel,Manual,3,17.1,1956.0,170.0,5.0,21176.08,6,Jeep
Kolkata,33425,Petrol,Manual,3,17.43,1396.0,105.5,5.0,5002.22,9,Hyundai
Pune,47000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4613.16,11,Honda
Chennai,41000,Diesel,Manual,3,19.67,1582.0,126.2,5.0,13228.1,9,Hyundai
Delhi,62000,Petrol,Manual,3,19.81,1086.0,68.05,5.0,2334.37,13,Hyundai
Delhi,47035,Diesel,Manual,3,18.49,1493.0,100.0,7.0,7725.66,8,Mahindra
Pune,56230,Petrol,Manual,2,17.5,1298.0,85.8,5.0,2667.85,16,Maruti
Chennai,55000,Petrol,Manual,3,13.2,1495.0,94.0,5.0,2945.75,17,Hyundai
Jaipur,70669,Diesel,Manual,3,15.1,2179.0,140.0,7.0,10004.45,10,Mahindra
Pune,69000,Petrol,Manual,3,20.92,998.0,67.1,5.0,2334.37,12,Maruti
Pune,65000,Petrol,Manual,2,18.6,1199.0,79.4,5.0,2779.01,13,Chevrolet
Mumbai,30000,Diesel,Automatic,3,12.4,2698.0,179.5,5.0,9948.87,15,Audi
Hyderabad,2000,Diesel,Automatic,3,20.7,1496.0,113.98,5.0,37794.58,7,Mini
Chennai,40000,Petrol,Manual,3,17.57,1193.0,88.7,5.0,4446.42,9,Tata
Kolkata,40000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,4946.64,10,Honda
Jaipur,26000,Petrol,Manual,3,18.6,1199.0,79.4,5.0,1667.41,14,Chevrolet
Jaipur,105000,Diesel,Automatic,2,16.55,1968.0,140.0,5.0,16118.27,13,Audi
Kolkata,2800,Diesel,Manual,3,26.1,1498.0,99.0,5.0,9348.6,9,Ford
Mumbai,71000,Diesel,Automatic,2,19.08,1582.0,126.32,5.0,6058.25,10,Hyundai
Mumbai,32896,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,9893.29,9,Honda
Hyderabad,45000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,4057.36,12,Hyundai
Bangalore,65000,Diesel,Automatic,2,18.56,1995.0,190.0,5.0,32236.55,9,BMW
Mumbai,45200,Diesel,Automatic,3,16.55,1968.0,147.51,5.0,15006.67,11,Audi
Hyderabad,82167,Petrol,Automatic,3,10.1,2354.0,152.0,5.0,6002.67,16,Honda
Coimbatore,37429,Petrol,Manual,3,18.9,1197.0,81.86,5.0,6547.35,8,Hyundai
Hyderabad,46000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,9393.06,8,Maruti
Delhi,67031,Petrol,Manual,3,17.4,1497.0,117.3,5.0,4446.42,13,Honda
Mumbai,30000,Diesel,Automatic,3,9.52,2993.0,313.0,4.0,50022.23,11,BMW
Mumbai,47691,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4379.72,8,Maruti
Jaipur,32531,Diesel,Automatic,2,13.73,1995.0,148.0,5.0,8892.84,13,Renault
Hyderabad,71336,Diesel,Manual,3,20.0,1399.0,68.0,5.0,4557.58,11,Ford
Chennai,196000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,6947.53,18,Toyota
Kolkata,28193,Diesel,Manual,3,28.4,1248.0,73.75,5.0,5835.93,9,Maruti
Coimbatore,2526,Petrol,Automatic,3,19.0,2996.0,362.07,2.0,93330.37,5,Mercedes-Benz
Hyderabad,85000,Diesel,Automatic,3,16.1,1950.0,194.0,5.0,23343.71,11,Mercedes-Benz
Ahmedabad,20780,Petrol,Manual,3,18.9,1197.0,81.86,5.0,4779.9,9,Hyundai
Mumbai,43081,Petrol,Manual,3,17.3,1497.0,117.3,7.0,5835.93,10,Honda
Mumbai,35000,Petrol,Automatic,2,11.9,4806.0,550.0,5.0,35571.37,14,Porsche
Kolkata,36000,Diesel,Manual,3,17.21,1493.0,100.0,7.0,4335.26,11,Mahindra
Mumbai,67000,Petrol,Manual,1,13.4,1794.0,125.0,5.0,2445.53,17,Toyota
Mumbai,34079,Diesel,Manual,3,25.32,1198.0,77.0,6.0,4112.94,8,Mahindra
Coimbatore,77849,Petrol,Automatic,2,10.9,2497.0,215.0,5.0,12527.79,14,BMW
Jaipur,86000,Petrol,Manual,3,22.74,796.0,47.3,5.0,2678.97,11,Maruti
Pune,110000,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,21120.5,9,Audi
Hyderabad,116000,Diesel,Manual,2,23.59,1364.0,67.05,5.0,6447.31,9,Toyota
Coimbatore,41840,Diesel,Manual,3,15.1,2179.0,140.0,7.0,15028.9,8,Mahindra
Hyderabad,19317,Diesel,Manual,3,13.0,2982.0,168.7,7.0,27234.33,9,Toyota
Kochi,25601,Diesel,Automatic,3,17.9,2143.0,201.15,5.0,63061.36,7,Mercedes-Benz
Jaipur,83950,Diesel,Manual,3,19.67,1582.0,126.2,5.0,11060.47,9,Hyundai
Pune,60000,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,6113.83,12,Honda
Hyderabad,50000,Diesel,Automatic,3,17.11,1968.0,174.33,5.0,27790.13,9,Audi
Kolkata,37000,Petrol,Manual,3,17.3,993.0,60.0,5.0,1111.61,15,Maruti
Hyderabad,76976,Petrol,Manual,2,19.7,796.0,46.3,5.0,2389.95,13,Maruti
Kochi,21684,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,8770.56,6,Maruti
Delhi,62000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,11393.95,9,Mahindra
Mumbai,1261,Petrol,Manual,3,19.0,1194.0,94.68,5.0,6669.63,17,Ford
Coimbatore,59450,Petrol,Manual,3,18.6,1197.0,81.86,5.0,8370.39,7,Hyundai
Coimbatore,24465,Diesel,Automatic,3,19.27,2143.0,167.62,5.0,43852.82,6,Mercedes-Benz
Delhi,55000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,6491.77,10,Honda
Mumbai,2000,Petrol,Manual,3,18.88,1499.0,110.4,5.0,9615.38,7,Ford
Kochi,25040,Petrol,Manual,3,21.4,1197.0,83.1,5.0,8603.82,7,Maruti
Bangalore,84000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2779.01,16,Hyundai
Pune,170428,Diesel,Manual,2,12.8,2494.0,102.0,8.0,6336.15,17,Toyota
Mumbai,12573,Petrol,Manual,3,21.4,1197.0,83.1,5.0,6447.31,8,Maruti
Hyderabad,88000,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,40573.59,12,Audi
Delhi,86000,Diesel,Automatic,2,13.01,2199.0,194.3,7.0,10560.25,12,Hyundai
Mumbai,45000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,5057.8,11,Honda
Jaipur,51000,Diesel,Manual,3,21.9,1396.0,90.0,5.0,4335.26,12,Hyundai
Pune,92000,Diesel,Manual,3,13.6,2523.0,63.0,7.0,3001.33,17,Mahindra
Pune,29000,Diesel,Automatic,3,12.9,2755.0,174.5,7.0,34459.76,7,Toyota
Bangalore,70521,Petrol,Automatic,2,10.9,2497.0,215.0,5.0,11449.53,15,BMW
Kolkata,51000,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,8614.94,14,BMW
Hyderabad,52618,Petrol,Manual,3,18.9,998.0,67.1,5.0,3557.14,12,Maruti
Delhi,68000,Diesel,Manual,3,25.47,1248.0,88.5,7.0,5391.29,11,Maruti
Kochi,29022,Diesel,Automatic,2,15.68,1999.0,177.0,5.0,37883.5,8,Land
Chennai,80000,Diesel,Manual,3,24.52,1248.0,88.5,7.0,9004.0,7,Maruti
Chennai,78000,Diesel,Manual,2,25.0,1396.0,69.01,5.0,2612.27,8,Tata
Pune,100000,Petrol,Manual,3,20.92,998.0,67.1,5.0,2000.89,12,Maruti
Coimbatore,31412,Petrol,Manual,3,21.1,814.0,55.2,5.0,3801.69,9,Hyundai
Mumbai,78000,Diesel,Automatic,2,11.4,2953.0,153.86,7.0,5935.97,14,Ford
Hyderabad,14000,Diesel,Automatic,3,12.62,2198.0,158.0,7.0,35560.25,6,Ford
Bangalore,80000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,5280.12,13,Volkswagen
Mumbai,46738,Petrol,Automatic,3,19.12,1373.0,91.1,5.0,6780.79,10,Maruti
Coimbatore,54884,Petrol,Manual,2,21.1,814.0,55.2,5.0,4101.82,11,Hyundai
Delhi,74500,Diesel,Automatic,2,14.16,1968.0,174.3,5.0,16674.08,12,Audi
Coimbatore,67472,Diesel,Manual,3,16.0,2179.0,140.0,7.0,16118.27,8,Mahindra
Hyderabad,84000,Diesel,Manual,3,28.4,1248.0,74.0,5.0,6280.57,11,Maruti
Kolkata,77400,Diesel,Manual,3,21.1,1248.0,73.9,5.0,2779.01,13,Maruti
Mumbai,14470,Diesel,Automatic,3,19.71,2143.0,201.15,5.0,42796.8,7,Mercedes-Benz
Kolkata,52108,Diesel,Manual,3,19.01,1461.0,108.45,5.0,6102.71,10,Renault
Kolkata,40000,Petrol,Manual,3,19.1,1197.0,85.8,5.0,3946.2,11,Maruti
Jaipur,105044,Diesel,Manual,3,12.99,2494.0,100.6,7.0,11949.76,10,Toyota
Delhi,24347,Petrol,Manual,3,15.8,1591.0,121.3,5.0,12227.66,8,Hyundai
Ahmedabad,58000,Diesel,Manual,3,21.79,1248.0,88.73,5.0,5002.22,10,Maruti
Kochi,49663,Diesel,Manual,3,15.1,2179.0,140.0,7.0,9359.72,10,Mahindra
Mumbai,17000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,12894.62,7,Honda
Kochi,13418,Diesel,Automatic,3,16.36,2179.0,187.7,5.0,37383.28,8,Jaguar
Pune,117080,Diesel,Manual,1,17.8,1399.0,68.0,5.0,2501.11,16,Ford
Mumbai,74000,Petrol,Automatic,3,10.8,2497.0,150.0,5.0,14395.29,14,BMW
Coimbatore,66882,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,27812.36,10,Audi
Kochi,41460,Petrol,Manual,3,18.5,1198.0,86.8,5.0,4390.84,10,Honda
Mumbai,57000,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,4891.06,13,Honda
Bangalore,34010,Petrol,Manual,1,16.47,1198.0,73.9,5.0,5502.45,9,Volkswagen
Pune,96813,Diesel,Manual,2,12.05,2179.0,120.0,8.0,6113.83,14,Mahindra
Mumbai,84000,Petrol,Manual,3,16.8,1497.0,116.3,5.0,3612.72,13,Honda
Kochi,50004,Petrol,Manual,3,15.0,1598.0,103.5,5.0,4468.65,11,Skoda
Coimbatore,67995,Diesel,Manual,3,16.0,2179.0,140.0,7.0,13039.13,8,Mahindra
Chennai,55000,Diesel,Manual,3,15.0,1896.0,105.0,5.0,10560.25,12,Volkswagen
Hyderabad,14900,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,9559.8,7,Maruti
Jaipur,70961,Diesel,Manual,3,25.8,1498.0,98.6,5.0,4446.42,11,Honda
Mumbai,40194,Petrol,Manual,3,15.04,1598.0,103.2,5.0,6169.41,9,Volkswagen
Hyderabad,96000,Petrol,Manual,3,22.74,796.0,47.3,5.0,2779.01,9,Maruti
Mumbai,35000,Diesel,Automatic,3,18.0,2993.0,255.0,7.0,46242.77,7,Land
Delhi,50000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,8236.99,9,Honda
Mumbai,50000,Diesel,Manual,3,19.01,1461.0,108.5,5.0,7225.43,10,Nissan
Mumbai,26299,Petrol,Manual,3,19.7,796.0,46.3,5.0,1333.93,16,Maruti
Bangalore,150386,Diesel,Manual,3,14.24,2755.0,174.5,7.0,25566.92,9,Toyota
Kolkata,60000,Diesel,Manual,3,21.9,1396.0,90.0,5.0,3045.8,12,Hyundai
Hyderabad,65000,Diesel,Manual,3,20.0,1399.0,68.0,5.0,4335.26,11,Ford
Ahmedabad,80000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,8892.84,7,Maruti
Chennai,92000,Diesel,Manual,1,22.32,1582.0,126.32,5.0,4446.42,12,Hyundai
Mumbai,13000,Petrol,Automatic,3,12.95,1999.0,152.88,5.0,19730.99,8,Hyundai
Coimbatore,73278,Diesel,Manual,3,21.1,1248.0,73.9,5.0,5613.61,11,Maruti
Mumbai,38000,Petrol,Automatic,3,10.8,1984.0,132.0,5.0,13339.26,13,Audi
Kochi,46936,Diesel,Automatic,3,13.0,2143.0,204.0,5.0,32903.51,8,Mercedes-Benz
Jaipur,55000,Diesel,Manual,3,19.87,1461.0,83.8,5.0,7225.43,9,Renault
Mumbai,19000,Petrol,Automatic,3,15.5,1198.0,86.7,5.0,5280.12,10,Honda
Coimbatore,42259,Diesel,Automatic,3,9.0,1984.0,181.0,5.0,27078.7,8,Volvo
Mumbai,14000,Petrol,Manual,2,17.5,1197.0,85.8,5.0,3557.14,13,Maruti
Kolkata,16956,Petrol,Manual,3,22.5,998.0,67.04,5.0,4001.78,8,Maruti
Coimbatore,15473,Petrol,Manual,3,16.8,796.0,34.2,5.0,3979.55,7,Maruti
Delhi,75000,Diesel,Manual,3,21.5,1248.0,88.8,5.0,2779.01,13,Maruti
Ahmedabad,96000,Diesel,Manual,2,23.5,1498.0,90.0,5.0,3890.62,11,Ford
Delhi,25000,Petrol,Automatic,3,19.16,2494.0,158.2,5.0,27790.13,9,Toyota
Mumbai,38000,Petrol,Manual,2,22.5,998.0,67.04,5.0,1945.31,14,Maruti
Bangalore,54000,Diesel,Automatic,3,11.0,2987.0,198.5,5.0,11116.05,19,Mercedes-Benz
Jaipur,4131,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,8614.94,6,Maruti
Hyderabad,31700,Petrol,Manual,3,18.7,1199.0,88.7,5.0,7169.85,8,Honda
Pune,66988,Diesel,Automatic,3,15.4,2179.0,120.0,7.0,11116.05,7,Mahindra
Mumbai,54230,Petrol,Manual,3,16.47,1198.0,74.0,5.0,5002.22,10,Volkswagen
Kolkata,35000,Petrol,Manual,3,17.0,1197.0,80.0,5.0,3779.46,9,Hyundai
Mumbai,62714,Petrol,Automatic,3,12.1,2362.0,164.7,5.0,5002.22,14,Toyota
Hyderabad,45295,Petrol,Manual,3,18.9,998.0,67.1,5.0,4779.9,9,Maruti
Pune,7000,Diesel,Automatic,3,18.12,1995.0,190.0,5.0,51133.84,6,BMW
